,nofinesset,rs,coordx,coordy
36923,250004413,RESIDENCE AUTONOMIE LE MARULAZ,"928,200.3","6,686,556.6"
36924,250004835,EFS BFC LBM IHG MULTISITE,"928,574.9","6,686,188.9"
36925,250006186,AHS-FC CENTRE PROVISOIRE D'HÉBERGEMENT,"928,838.1","6,686,595.9"
36926,250007010,FOYER HEBERGEMENT L AVENIR SDH,"952,948.7","6,677,691"
36927,250006673,SCE REPAS A DOMICILE POUR P A,"987,185.4","6,690,871.8"
36928,250006871,SERV REPAS A DOMICILE POUR P A,"988,202.9","6,719,514"
36929,250007416,PHARMACIE DU GEANT,"922,918.2","6,683,781"
36930,250007481,CTRE CONSULT. INFORMAT.FAMILIALE,"929,313.9","6,688,483.6"
36931,250007531,PHARMACIE SANTENAC,"928,429.8","6,688,418.8"
36932,250007622,PHARMACIE ROBERT,"985,692.8","6,721,916.7"
36933,250007655,MVT.FRANCAIS POUR LE PLANNING FAMILIAL,"984,958.1","6,718,549.1"
36934,250008422,MAISON ACCUEIL PERS AGEES BESANCON,"928,735.7","6,686,064.2"
36935,250008182,PHARMACIE CHAPITAUX,"989,296.2","6,686,017.1"
36936,250009396,SERVICE D'AIDES MENAGERES,"993,207.4","6,689,418.7"
36937,250009164,PHARMACIE D'EMAGNY,"916,695.5","6,693,742.5"
36938,250009461,SCE DE TRAVAILLEUSES FAMILIALES,"952,525.1","6,714,238.2"
36939,250009701,PHARMACIE MOINGEON,"948,986.9","6,657,656.9"
36940,250010113,SERVICE D'AIDES MENAGERES,"950,096.8","6,636,083.2"
36941,250010329,SCE DE TRAVAILLEUSES FAMILIALES,"978,241.5","6,668,543.7"
36942,250010758,SSIAD PONT DE ROIDE,"984,347.7","6,705,010.5"
36943,250010956,FOYER EN MILIEU OUVERT CLAIR VALLON,"989,589.6","6,714,592.9"
36944,250011574,PHARMACIE PERRIN,"924,310.2","6,691,360.5"
36945,250014883,SSIAD PAYS DE MAICHE ET ENVIRONS,"987,127.1","6,690,775.3"
36946,250012663,PHARMACIE RAMONI FREDERIQUE,"955,158.2","6,650,418.5"
36947,250013141,PHARMACIE  LOUVET,"990,540","6,714,002.5"
36948,250013091,PHARMACIE SCHAR FRANCOIS,"970,730.1","6,694,355.8"
36949,250012994,PHARMACIE SAGUIN,"987,964.1","6,698,014"
36950,250013026,PHARMACIE VERDENET,"912,765.4","6,679,512.7"
36951,250015575,CENTRE SANTE DON DU SOUFFLE,"928,574.9","6,686,188.9"
36952,250015161,MARPA LES VERGERS DE MONTJOIE,"987,605.1","6,690,485.9"
36953,250015666,UNITE DE SOUTIEN ET ACCUEIL DE JOUR,"954,193.7","6,651,190.7"
36954,250015013,SAVS MORTEAU,"973,157.5","6,668,267.4"
36955,250016185,MAISON DES FAMILLES DE FRANCHE-COMTE,"924,221.2","6,684,898.8"
36956,250014990,SAVS MAICHE,"987,339.9","6,689,933.8"
36957,250015005,SAVS SDH,"953,404.2","6,677,335.8"
36958,250016540,CENTRE SOINS INFIRMIERS ASSM,"920,276.3","6,679,894.5"
36959,250016334,EA UNAP PONTARLIER,"954,078.3","6,651,305.6"
36960,260005889,MAISON D'ENFANTS LES TRACOLS,"883,153.7","6,439,212.7"
36961,280003609,CAMSP,"587,775.5","6,816,680.7"
36962,250015799,EHPAD RESIDENCE GRANVELLE,"928,574.9","6,686,188.9"
36963,270016058,HAD EURE SEINE,"562,102.3","6,881,380.3"
36964,260018114,EHPAD LES OPALINES GENISSIEUX,"864,152.3","6,444,422.4"
36965,270024318,CMS BRETEUIL SUR ITON,"546,894","6,861,917"
36966,270019169,IMPRO PIERRE REDON EVREUX ASS LA RONCE,"564,605.2","6,879,420.5"
36967,280000340,IME LE NID DES BOIS,"551,036.2","6,826,224.3"
36968,280000365,CMPP RECHEVRES,"587,558.4","6,817,293.5"
36969,280002023,MAISON ENFANTS CARACTERE SOCIAL,"578,439.5","6,793,383"
36970,280005562,SERVICE PRESTATAIRE AIDE DOMICILE,"595,122.7","6,832,969.3"
36971,280001512,SELARL LA PHARMACIE ALNELOISE,"609,341.5","6,818,576.7"
36972,280001710,PHARMACIE CALLENS,"580,136.1","6,787,876.1"
36973,280001330,FAM MAISON SAINT FULBERT,"587,132.8","6,819,767.3"
36974,280003633,S.E.L.A.R.L. PHARMACIE MARCHAL,"586,230.5","6,816,569.5"
36975,280002320,SELAS PHARMACIE DES TROIS PONTS,"587,894.5","6,816,152.2"
36976,280002551,PHARMACIE FABRE - MEURISSE,"576,924.4","6,776,702.5"
36977,280003971,PHARMACIE CHAYETTE HUGUES,"539,299.9","6,803,700.3"
36978,280003252,SELARL PHARMACIE ANGELE ET CLEMENT,"603,117.8","6,825,746.6"
36979,280004136,SELARL PHARMACIE VENOT,"602,055.3","6,783,622.7"
36980,280004821,S.E.L.A.R.L. PHARMACIE DE L'OZANNE,"565,544","6,791,501"
36981,280005521,SERVICE PRESTATAIRE AIDE DOMICILE,"569,914","6,801,357.2"
36982,280500240,SERVICE PRESTAIRE AIDE DOMICILE,"601,787.6","6,783,601.2"
36983,280004532,PHARMACIE LEROY,"551,151.8","6,803,148.2"
36984,280006172,EHPAD HOTEL DIEU,"587,775.5","6,816,680.7"
36985,280005653,SERVICE AIDE MENAGERE DOMICILE,"588,186.3","6,816,875"
36986,280500273,RESIDENCE AUTONOMIE LA VAUMONNAIE,"581,106.4","6,848,436.2"
36987,280500489,EHPAD TEXIER GALLAS D'AUNEAU,"608,944.7","6,818,575"
36988,270015068,CLIC UTAS EVREUX DEP EURE,"564,952.6","6,882,247.2"
36989,260017462,EHPAD LES OPALINES CHATEAUNEUF DE GAL,"853,842.9","6,461,374.2"
36990,270016918,SAVS PONT-AUDEMER,"519,279.7","6,920,167.5"
36991,270019888,HOP JOUR ADOLESCENTS NH DE NAVARRE,"562,990.8","6,881,942.2"
36992,260017454,CTRE DE RÉADAPT CARD-RESPI DIEULEFIT,"864,181.4","6,383,497.3"
36993,270025414,SERV MJPM GUICHAINVILLE ASS ATDE,"566,433.5","6,880,222.7"
36994,260002159,M.E.C.S. LE RAYON DE SOLEIL,"869,313.7","6,389,600.7"
36995,260000229,GR. HOSP. PORTES PROVENCE - DIEULEFIT,"864,091.9","6,382,999.3"
36996,260000534,CMPP CLOS GAILLARD VALENCE,"849,169.3","6,427,388.6"
36997,260003322,ET MED SOC DU ROYANS GROUPE MGEN EEAP,"880,811.4","6,442,300"
36998,260004353,FJT YVES PERON,"862,390.7","6,440,433.7"
36999,260005400,PLACEMENT FAMILIAL SPECIALISE,"848,732","6,426,171.8"
37000,260006978,SESSAD ECOLE LOUISE MICHEL,"851,269.1","6,427,507.2"
37001,260004890,SERVICE PREVENTION SPECIALISEE,"848,732","6,426,171.8"
37002,260005467,RESIDENCE AUTONOMIE LA POUSTERLE,"870,652.4","6,364,935.4"
37003,260006101,FOYER-RESTAURANT,"860,250.7","6,405,322.3"
37004,260006036,ESAT DU PLOVIER,"853,073.2","6,430,562.1"
37005,260006549,CENTRE DE SANTE DE ST-JEAN-EN-ROYANS,"880,527.3","6,437,961.7"
37006,260006309,FOYER HEBERGEMENT - ZA LES SABLES,"856,157.9","6,449,121.6"
37007,260006002,MAS DU PLOVIER,"853,073.2","6,430,562.1"
37008,260008693,PHARMACIE DU CHAMP DE MARS,"835,226.2","6,365,509.2"
37009,260007828,CTRE PLANIF. & EDUC. FAMILIALE ROMANS,"861,584.2","6,440,702.3"
37010,260008875,PHARMACIE GAUTIER,"848,488.7","6,421,204.2"
37011,260009477,ASSISTANCE TELE-ALARME,"838,966.2","6,385,771.7"
37012,260009436,FOYER-REST. MAIS. RETR. TULETTE,"853,947.5","6,356,055.5"
37013,260009568,SEV. AIDE & ACCOMPAGNEMENT A DOMICILE,"845,628.5","6,409,357.4"
37014,260009600,SERVICE D'AIDE MENAGERE,"844,952.8","6,442,765.5"
37015,260010681,COLLECTIVITE PEDAGO. VERCHENY,"878,146.3","6,403,804.2"
37016,260010384,SESSAD DE LA PIERROTTE,"862,328.1","6,441,168.1"
37017,260009956,"FOYER ""LA CHAUMIERE""","858,932.8","6,463,827.5"
37018,260010012,CH DROME-VIVARAIS - USLD,"851,354.2","6,421,659.8"
37019,260010632,SERVICE D'AIDE MENAGERE,"842,552.9","6,454,845.6"
37020,260010582,SERVICE D'AIDE MENAGERE,"848,339.6","6,421,361.3"
37021,260011002,ETABT. PLACEMENT EDUCATIF ET INSERTION,"851,213.3","6,426,359"
37022,260011168,CENTRE DE SANTE PSMS DE CURNIER,"877,926.2","6,367,654.5"
37023,260011051,EHPAD LES JARDINS DE DIANE,"842,617.3","6,454,524.1"
37024,260012042,SESSAD LES COLOMBES DE TRIORS,"866,384","6,446,378.3"
37025,260012067,SSIAD DE ST JEAN-EN ROYANS,"883,218.9","6,439,274.3"
37026,260012026,ESAT DEMONTAIS (APAJH),"881,527.1","6,355,376.8"
37027,260013248,SCE TRAVAILLEUSES FAMILIALES,"849,931.9","6,427,424.3"
37028,260012489,RESIDENCE LES GENETS,"884,538.9","6,414,147.5"
37029,260013149,EHPAD  LE PARC DU CHATEAU,"852,870.2","6,419,172.6"
37030,260013669,CH DROME-VIVARAIS - CMP ENFANTS CREST,"860,251.8","6,405,292.1"
37031,260014345,SARL PHARMACIE CHAUVET,"847,241.1","6,356,058.9"
37032,260013842,SESSAD LES SOURCES - ROMANS,"861,894.9","6,440,849.1"
37033,260016563,ASS INTERMEDIAIRE DE GARDE A DOMICILE,"842,552.9","6,454,845.6"
37034,260015094,B.C PHARMA,"849,889.1","6,428,367.9"
37035,260014626,PHARMACIE SERVES,"849,143","6,427,617.1"
37036,260016423,COMITE ANIMATION CTRE SOCIAL CANTONAL,"880,107.8","6,437,087.9"
37037,260014576,PHARMACIE CHAMP DE MARS - VICTOR HUGO,"849,139.2","6,427,305.8"
37038,260015714,ASS INTERMEDIAIRE DES BARONNIES,"870,183.2","6,364,653.8"
37039,260015383,CENTRE DE SANTE NDBS ROMANS-SUR-ISERE,"861,594.1","6,440,322.5"
37040,260016852,SSIAD DE LIVRON-SUR-DROME EOVI,"845,663","6,409,989"
37041,260016712,CSAPA,"850,989.5","6,426,331.1"
37042,260016357,ASS INTERCOMM AIDE AUX FAMILLES,"844,868","6,442,682.3"
37043,260015896,ASS LOCALE AIDE A DOMICILE ADMR,"883,183","6,439,206.5"
37044,260017033,ATELIER PROTEGE LES AMIS DES TILLEULS,"863,037.9","6,369,183.8"
37045,260016225,ASS ADMR CLEON D'ANDRAN,"853,711.8","6,392,069.5"
37046,260016829,RETOUR VERS LE FUTUR,"840,949.1","6,362,649.8"
37047,260018510,LBM ADEBIO LIVRON SUR DRÔME,"846,031","6,410,015.4"
37048,260005830,SARL PHARMACIE VOLTES,"852,325.7","6,405,489"
37049,260004197,PHARMACIE VOGEL,"867,412","6,444,877.8"
37050,260005962,GRANDE PHARMACIE DE LIVRON,"846,037.2","6,410,562.7"
37051,260007026,PHARMACIE DE MONTELIER,"860,036","6,428,601.9"
37052,260008016,SELARL PHARMACIE DE NOCAZE,"838,421.8","6,384,892.2"
37053,260009378,SERVICE D'AIDE MENAGERE - ADMR,"849,931.9","6,427,424.3"
37054,260005293,PHARMACIE D'HERIN,"887,713.5","6,408,877.4"
37055,260008545,SELARL DE LA PHARMACIE FABRICE KOHNEN,"870,373.6","6,364,651.7"
37056,260016878,SERVICE I.O.E. - SAUVEGARDE ENFANCE,"851,034.5","6,428,776.6"
37057,270004419,HOP JOUR ADULTES VERNON NH NAVARRE,"590,173.9","6,888,480.6"
37058,270019938,UNITE DEPISTAGE TROUBLES APPRENTISSAGE,"562,102.3","6,881,380.3"
37059,270015878,CSAPA PONT-AUDEMER CH LA RISLE,"519,544.1","6,919,371.5"
37060,270000458,CH VERNON CH EURE-SEINE,"589,348.9","6,889,093.4"
37061,270002033,IME LE CHATEAU - LES ANDELYS,"585,055.5","6,906,327.5"
37062,270002363,ESAT BEUZEVILLE ASS LADAPT EURE ESAT,"507,377.4","6,918,740.9"
37063,270002421,UEHC EVREUX EPE EVREUX DTPJJ HN,"565,909.2","6,885,087.2"
37064,270004161,SAEMO EVREUX ADAEA,"564,301.9","6,881,827.5"
37065,270003981,RESIDENCE MAILLOT CCAS EVREUX,"565,253.7","6,882,512.6"
37066,270004369,CENTRE MEDICO SCOLAIRE EVREUX III,"563,414.5","6,883,586"
37067,270004476,CENTRE MEDICO SCOLAIRE VERNON,"589,348.9","6,889,093.4"
37068,270004179,ENTREPRISE ADAPTEE APF EVREUX,"564,815.5","6,882,373.9"
37069,270008253,CMS ET CDAS EVREUX SAINT LOUIS,"564,952.6","6,882,247.2"
37070,270008758,RESIDENCE MADELEINE CCAS EVREUX,"564,896.4","6,880,336.5"
37071,270008477,ESAT SAINT-ANDRE ASS LADAPT EURE ESAT,"573,270.8","6,867,522.1"
37072,270008725,EHPAD DE LOUVIERS,"566,996","6,902,733.5"
37073,270009343,CMP ENFANTS VERNON NH NAVARRE,"588,256.8","6,888,569.1"
37074,270011646,SAD ASS LOCALE ADMR BERNAY,"524,553.3","6,890,428"
37075,270012164,CATTP ADULTES BOURGTHEROULDE NHNAVARRE,"545,248.2","6,912,903.1"
37076,270012271,ESAT APAJH EURE,"542,706.5","6,857,832.7"
37077,270012099,RESIDENCE H BOCAGE CCAS GISORS,"612,642.1","6,908,867.6"
37078,270012354,CHRS EVREUX ASS UDAF DE L'EURE,"563,294.1","6,879,655.2"
37079,270013089,FOYER HEBERG HAND FRANCHEVILLE APAJH,"547,581","6,851,215.1"
37080,270025513,SAD ROSE & BLEU RESEAU FAMILY SPHERE,"564,680.7","6,881,856.8"
37081,270020076,PHARMACIE MAILHAN,"563,152.6","6,881,358.1"
37082,270020712,PHARMACIE DU PARVIS,"566,673","6,902,967.5"
37083,270020464,PHARMACIE CLIN,"571,590.5","6,900,644.6"
37084,270019664,PHARMACIE ANGLADE,"566,274","6,882,395.4"
37085,270021215,PHARMACIE BERGEROT - DUTEIL - SUROSNE,"519,295.1","6,919,996.8"
37086,270018690,PHARMACIE BENARD,"528,993.6","6,874,290.3"
37087,270018781,PHARMACIE DE LA CHARENTONNE,"524,391.5","6,890,404.3"
37088,270020225,PHARMACIE CAILLAUD-BOIZARD,"578,354.3","6,896,899.5"
37089,270020175,PHARMACIE DRAIN,"580,611","6,919,168"
37090,270021827,PHARMACIE DU VERT VILLAGE,"560,265.8","6,880,296.3"
37091,270021777,PHARMACIE DES TILLEULS,"550,884.8","6,912,518.3"
37092,270020944,PHARMACIE MARTIN-DESMOULINS,"534,624.9","6,894,425.5"
37093,270020845,PHARMACIE CANTON,"578,564.9","6,859,648.8"
37094,270021843,PHARMACIE DU CENTRE,"560,085.4","6,880,387.5"
37095,270023914,EHPAD KORIAN LA RISLE DE RUGLES,"531,792.3","6,860,598.6"
37096,270023641,PHARMACIE LES HETRES,"563,233.5","6,884,072.2"
37097,270024433,SAD ASS LOUVIERS SOLIDARITE,"566,626.1","6,903,066.4"
37098,270021926,PHARMACIE TRIVINI,"514,277.3","6,896,112.2"
37099,270023484,SAD COM DE COM LIEUVIN PAYS D'AUGE,"514,275.2","6,896,151.1"
37100,270021074,SELARL PHARMACIE DE CAER,"566,601.9","6,886,446.3"
37101,260014188,EHPAD VALLIS AUREA,"852,974","6,467,383"
37102,250016219,FAM APF BESANCON,"925,163.1","6,683,681.8"
37103,250009818,CADA AHS FC BESANCON,"928,838.1","6,686,595.9"
37104,260008529,FOYER D'HEBERGEMENT D. SARTRE (APAJH),"848,976.6","6,425,772.1"
37105,260008909,SVE DEFICIENTS VISUELS SAAAS,"851,791.3","6,426,664"
37106,270015498,CATTP PETITE ENFANCE BERNAY NH NAVARRE,"523,906.5","6,890,532.3"
37107,260014238,LOGEMENT FOYER VALLIS AUREA,"852,974","6,467,383"
37108,270017098,SESSAD LOUVIERS ASS LE MOULIN VERT,"566,543.6","6,903,773.3"
37109,260015789,ESAT  CLAIR SOLEIL,"859,500.2","6,383,282.9"
37110,270017429,UNITE AUTODIALYSE ASSISTEE ASS ANIDER,"586,969.6","6,890,465.7"
37111,270017478,UNITE AUTODIALYSE ASSISTEE ASS ANIDER,"566,051.8","6,881,923.2"
37112,250016128,CENTRE GUIDANCE INFANTILE CHS,"973,375.5","6,667,981.5"
37113,270018138,SAMSAH EVREUX ASS LA RONCE,"564,853.3","6,882,127.1"
37114,260017108,ACCUEIL DE JOUR LE CLOS DE L'HERMITAGE,"861,264.3","6,439,725"
37115,260017421,LIEU DE VIE EQUI-LIBRE,"852,703.8","6,454,718.2"
37116,260017850,RESIDENCE LES LAVANDES,"848,223.7","6,424,699.2"
37117,260017942,RESIDENCE LA VENELLE,"859,980.6","6,405,355.7"
37118,270023708,CMS FLEURY SUR ANDELLE,"580,405.2","6,919,421.1"
37119,250017456,BIOALLAN - SITE AUDINCOURT,"989,278","6,715,892.8"
37120,250017464,BIOALLAN  - SITE PONT-DE-ROIDE,"984,397.7","6,705,225.9"
37121,250017621,SVE MJPM DOUBS MUTUALITE BOURGUIGNONNE,"924,520.2","6,684,410.6"
37122,270025737,LBM MULTI SITES CTRE BIO CYTOLOGIE MED,"564,084.9","6,881,825.6"
37123,270025901,GCS PAYS DE RISLE CHARENTONNE-ET SIEGE,"523,906.5","6,890,532.3"
37124,250018009,GCS IRFC SIEGE,"924,221.2","6,684,898.8"
37125,270026065,SAEMO ANTENNE DES ANDELYS ADAEA,"585,779","6,906,637.7"
37126,260018676,LBM UNIBIO CHABEUIL,"858,916.4","6,424,688.7"
37127,270026669,PAVA LIEUREY FDFR EURE,"517,965.5","6,906,677"
37128,280006891,CENTRE DEPARTEMENTALE ENFANCE,"579,898.2","6,849,300.6"
37129,250019270,SAMSAH LES INVITES AU FESTIN,"929,110.6","6,687,225.2"
37130,250019361,SESSAD DU GRAND BESANCON ADAPEI,"953,111.8","6,699,982.5"
37131,250019437,UCSA PENITENTIAIRE,"927,440.6","6,686,134.9"
37132,260019161,SAPMN PLURIELS,"834,973.4","6,365,412"
37133,250019627,MAISON SANTE DE GILLEY,"964,733.2","6,666,850.2"
37134,260019302,URGENCES PSYCHIATRIQUES MONTELIMAR,"841,504.1","6,387,754.1"
37135,270027543,SESSAD TSA - BEAUMONT LE ROGER,"537,693.1","6,889,955.2"
37136,270027592,ESAT LES ATELIERS DU ROULOIR,"550,196.6","6,874,940.6"
37137,260019492,PENSION DE FAMILLE L'ECHELETTE,"862,961.8","6,404,390.6"
37138,270027717,CAJ/CAJT DE  PONT-AUDEMER,"519,243.4","6,920,268.8"
37139,260019773,CHRS EMERGENCES,"850,112.2","6,427,357.5"
37140,270028020,SAAD LOUVIERS DOMIDOM SERVICES,"566,280.7","6,903,027.2"
37141,260020029,SESSAD VAL BRIAN,"845,989.5","6,410,000"
37142,260020052,CMPP MONTELIMAR ET DROME SUD,"835,257.5","6,365,256.8"
37143,250020302,MSP DE RIGNEY,"939,645.7","6,703,543.1"
37144,260020128,EML SCAN CLINIQUE LA PARISIERE,"862,055.7","6,439,967"
37145,270028277,GROUPEMENT EUROIS IMAGERIE MEDICALE,"562,280.4","6,882,733.3"
37146,260020193,AIR DOMICILE SANTE CHATEAUNEUF/ISERE,"860,481.9","6,438,203.4"
37147,250020385,VITALAIRE,"924,629.1","6,685,389.1"
37148,270028335,CARDIF ASSISTANCE - SAINT MARCEL,"587,055.9","6,890,383.4"
37149,260020367,SPASAD DE DIEULEFIT,"863,888.8","6,383,003.2"
37150,270028418,SELARL RIMPB EVREUX,"565,508.3","6,882,579.9"
37151,260020755,DOMAHPA SERVICES,"849,657.2","6,427,317.8"
37152,270028483,CENTRE SOCIAL EVREUX AMICALE NAVARRE,"562,772.9","6,881,309"
37153,270028855,PIJ FJT PAUL BAJET AJV VERNON,"589,202.1","6,889,405.9"
37154,270028921,FOYER DE VIE EN SEMI-AUTONOMIE,"589,229.2","6,888,970.5"
37155,260021019,CPH  DIACONAT PROTESTANT,"849,532.9","6,427,253.4"
37156,250020591,EHPA LES TERRASSES DE GRANVELLE,"928,574.9","6,686,188.9"
37157,260021266,MAISON DE SANTE DE ST-JEAN-EN-ROYANS,"880,495","6,437,908.8"
37158,2A0005096,CTRE HEBERGEMENT READAPTATION SOCIALE,"1,177,983.9","6,110,542.7"
37159,2B0002695,PHARMACIE PARIGI-LUCIANI,"1,239,023.8","6,135,143.2"
37160,2B0002687,PHARMACIE SPAZZOLA,"1,207,412.7","6,153,999.6"
37161,290028059,CDS INFIRMIER DE JAURES,"147,690.2","6,837,104.5"
37162,2B0002471,SELASU PHARMACIE DU FANGO,"1,227,990.8","6,199,748.7"
37163,2A0000022,CH ND LA MISERICORDE,"1,176,350.1","6,108,673.5"
37164,2B0003073,EHPAD STE FAMILLE,"1,228,258.9","6,199,276.4"
37165,2B0003529,CENTRE DE SANTÉ DENTAIRE MUTUALISTE,"1,228,335.2","6,198,995.6"
37166,2A0000139,CLINISUD,"1,176,343.3","6,108,738.5"
37167,300007259,SSIAD PA CENTRE DU DOCTEUR PAUL GACHE,"841,431.3","6,319,442.7"
37168,290032044,CAMSP AFDA,"152,978.8","6,841,202.7"
37169,2B0003644,CLUB ET EQUIPE DE PREVENTION,"1,228,642.2","6,199,127.3"
37170,2B0003776,EFS ALPES MEDITERRANEE SITE BASTIA,"1,227,364.1","6,197,258.3"
37171,2B0003842,SELAS  PHARMACIE DU PHARE,"1,240,164.7","6,151,326.2"
37172,2A0001301,SARL PHARMACIE DE TALLANO,"1,205,474.7","6,085,695.9"
37173,2B0004097,CSAPA DE L'ADPS,"1,228,475.4","6,200,115.9"
37174,2B0003784,EHPAD DE TATTONE,"1,210,193.3","6,139,166.6"
37175,2A0001830,SELARL PHARMASUD,"1,221,453.1","6,073,641.2"
37176,2A0001616,SARL PHARMACIE DE PORTO,"1,174,526.3","6,145,947.3"
37177,2A0023388,FAM A FUNTANELLA,"1,176,473","6,110,485.3"
37178,2B0004618,EHPAD RESIDENCE PIERRE BOCOGNANO,"1,227,900.1","6,200,083.5"
37179,290032994,LBM EUROFINS LABAZUR BRETAGNE GUIPAVAS,"154,097.2","6,840,619.6"
37180,290033000,LBM EUROFINS LABAZUR BRETAGNE LANDIVIS,"178,639.3","6,846,767.3"
37181,2B0004832,CENTRE DE SANTE POLYVALENT MUTUALISTE,"1,228,211.2","6,197,277"
37182,2A0001863,PHARMACIE  GUIDICELLI-BUJOLI,"1,177,783.3","6,110,135.5"
37183,2B0004923,CONSULTATIONS DE NOURRISSONS (2),"1,227,818.1","6,197,045.6"
37184,290027119,PLACEMENT FAMILAL SPECIALISE MASSE,"171,292.1","6,790,814.7"
37185,290027168,FOYER AN TREUZELL,"147,647.1","6,836,925.8"
37186,290027549,CADA DU SUD FINISTÈRE,"172,404.8","6,788,944.4"
37187,290028109,AMBULANCE ST CHRISTOPHE,"156,794","6,851,522"
37188,300005808,LIEU DE VIE LE MAS PAGES,"776,466.9","6,331,222.9"
37189,300004827,SELARL PHARMACIE DU CENTRE,"770,758.2","6,334,236.8"
37190,300002342,SSEFIS SAFEP CROP PAUL BOUVIER,"769,654.4","6,318,794.6"
37191,300002227,SESSAD  VILLA BLANCHE PEYRON,"809,978.2","6,304,171.8"
37192,300002185,SAVS DE LA TESSONE,"749,005.5","6,321,584.3"
37193,300005444,PHARMACIE ROUMIEUX,"829,746.9","6,341,013.7"
37194,300005790,SELURL PHARMACIE CARRETON,"819,685.4","6,310,300.1"
37195,300007143,PHARMACIE DES SABLAS,"811,451","6,326,464.9"
37196,300005964,PHARMACIE ROIG - ALBERGE,"801,474.4","6,303,324.4"
37197,300004090,SNC SANTORIN ROUIRE CENDRES,"786,429.4","6,336,489.9"
37198,300004314,PHARMACIE LEGRAND-PORTAL,"785,770.1","6,336,561.9"
37199,300005626,SARL PHARMACIE TERRIN - VIGNAUD,"831,662.8","6,302,651.2"
37200,300006095,PHARMACIE DZETA GRIGNOTTE,"827,591.1","6,333,672.7"
37201,300007697,SELAS GRANDE PHARMACIE DES MAS,"812,360.7","6,306,922.5"
37202,300009966,SELARL GRANDE PHARMACIE D'UZES,"813,302.2","6,324,595.9"
37203,300005576,PHARMACIE LAGET,"832,340.8","6,302,132.2"
37204,300009313,SARL PHARMACIE JOSE - LESUR,"815,325.8","6,287,807.4"
37205,300007846,SELAS PHARMACIE DE LA CATHEDRALE,"809,367.4","6,305,315.7"
37206,300008646,PHARMACIE MARTY-BORGHOL,"780,626.9","6,313,008.3"
37207,300006475,PHARMACIE DE LA SALENDRINQUE,"768,441.5","6,327,731.2"
37208,300007390,SELARL PHARMACIE DE COURBESSAC,"812,885.5","6,308,713.1"
37209,300006780,SARL PHARMACIE BELLEVUE,"842,447.8","6,319,271.1"
37210,300010006,SELARL ANTOINE LE ROY,"802,953","6,288,980.2"
37211,300009065,PHARMACIE CENTRALE,"795,614.9","6,351,992.5"
37212,300008414,SELARL PHARMACIE MISTRAL,"807,495.9","6,303,724.3"
37213,300007291,PHARMACIE DE LA MAISON CARREE,"809,050.6","6,305,251.7"
37214,300010402,ASSOCIATION AIRES LIEN,"773,637.4","6,321,039.9"
37215,300009347,PHARMACIE POTAVIN,"815,460.4","6,287,392.4"
37216,300008174,PHARMACIE DES OLIVIERS,"811,330","6,305,010.4"
37217,300009933,SELARL PHARMACIE DE LA MAIRIE,"813,865.4","6,324,897"
37218,300011061,EAM VILLARET GUIRAUDET,"788,648.5","6,337,452.6"
37219,300011095,ADSMI,"809,294.2","6,306,572.9"
37220,290000272,CENTRE HOSPITALIER CROZON,"145,146.3","6,820,328.7"
37221,290002088,RESIDENCE SAINT MICHEL,"177,909.5","6,849,712"
37222,290002302,EFS BRETAGNE BREST MORVAN,"146,741.7","6,836,857.5"
37223,290004050,CDS INFIRMIER ADMR DE BENODET,"169,623.8","6,777,044.8"
37224,290004712,EHPAD LA BOISSIERE,"196,927.1","6,853,485"
37225,300012747,AUTRE CENTRE D'ACCUEIL LA FERME CLARIS,"784,210.3","6,324,266.7"
37226,290005008,FOYER TY MASSÉ,"170,461.6","6,790,370"
37227,290005149,ESAT LES GENETS D'OR PLABENNEC,"153,114.1","6,848,918.8"
37228,290005222,ESAT DE CORNOUAILLE,"184,342.4","6,775,287.1"
37229,290005875,ESAT KAN AR MOR CARHAIX,"213,892.3","6,818,156.6"
37230,290005891,EHPAD  DE KERLIZOU,"191,166.6","6,863,003.5"
37231,290006360,SSIAD DE ROSPORDEN,"190,986.3","6,784,163"
37232,290006220,CDS INFIRMIER TAULE,"192,036.2","6,856,128.4"
37233,290006261,CDS INFIRMIER BRIEC,"179,831","6,801,015.2"
37234,290007657,EHPAD CH CROZON,"145,196.1","6,820,342.1"
37235,290007749,SERVICE REPAS DOMICILE-CARHAIX,"212,521.1","6,817,429.6"
37236,290007582,CDS DENTAIRE MUTUALISTE MORLAIX,"197,392.7","6,852,394.4"
37237,290009281,SSIAD DE PONT-CROIX,"142,846.3","6,797,574.7"
37238,290009729,FOYER DE KERVALLON,"143,806.1","6,836,889"
37239,290009745,C.P.F.S.E. DON BOSCO,"144,963.2","6,836,288.1"
37240,290010248,CENTRE D'ACCUEIL EMMAUS,"152,044.3","6,836,465.8"
37241,290010636,SELARL PHARMACIE DU LEON,"186,356.7","6,865,611.6"
37242,290010917,PHARMACIE LUNVEN,"137,156.3","6,841,960.7"
37243,290011048,PHARMACIE RIVOALEN,"129,039","6,832,541.4"
37244,290011097,PHARMACIE AUDRAIN,"168,052.2","6,848,115.5"
37245,290011576,PHARMACIE POULBRAOU,"200,959.7","6,865,231.3"
37246,290011329,SARL PHARMACIE DE PLUGUFFAN,"164,852.2","6,788,546.4"
37247,290011394,PHARMACIE LECHARPENTIER,"145,766.7","6,837,533.2"
37248,290011683,PHARMACIE NIQUET,"169,908.7","6,808,293.5"
